invoice_id,item_id,quantity
185,1-71447-910-2,4
185,0-577-58554-1,4
186,0-682-99878-8,4
186,1-118-05964-6,2
187,1-00-096050-1,1
187,0-577-58554-1,3
187,1-4476-3417-9,2
187,0-289-91901-0,4
187,0-02-380423-8,4
187,1-66068-167-7,4
187,0-302-41872-5,2
187,0-365-25576-9,2
188,1-278-82083-3,3
188,1-69103-395-2,1
189,1-208-92581-4,3
189,0-577-58554-1,2
189,0-682-99878-8,3
189,0-592-74293-8,4
190,1-933260-00-9,3
190,0-592-74293-8,1
190,1-965813-56-9,2
190,0-248-44413-1,3
190,0-682-99878-8,1
191,0-688-92085-3,4
191,1-4274-3175-2,4
191,0-592-74293-8,4
191,1-207-93326-0,2
191,0-383-11312-1,3
191,1-4457-9816-6,3
191,0-302-41872-5,3
191,0-8007-9637-3,2
192,1-9751-8430-0,1
192,1-01-376732-2,3
192,1-890677-17-5,4
192,1-107-39856-8,2
193,1-160-77306-8,4
193,0-365-25576-9,4
193,0-577-58554-1,2
193,1-00-166641-0,1
194,1-04-310548-4,3
194,1-4476-3417-9,3
194,1-4274-3175-2,1
194,1-4407-1966-7,1
194,0-239-93663-9,3
194,1-66068-167-7,2
194,0-86177-963-0,1
194,0-02-380423-8,1
195,0-248-44413-1,1
195,1-160-77306-8,3
195,1-67482-003-8,2
195,0-7631-7289-8,3
195,0-592-74293-8,2
195,1-66068-167-7,1
195,0-447-44840-4,2
195,1-70408-579-9,3
195,1-4545-6428-8,1
196,1-67482-003-8,3
196,1-4494-5955-2,1
196,0-592-74293-8,2
196,1-227-05897-7,3
196,0-942663-19-5,2
196,1-00-096050-1,4
197,1-208-92581-4,2
197,1-4083-0399-X,4
197,0-469-21982-3,3
197,0-489-42461-9,3
197,1-4457-9816-6,2
198,0-239-93663-9,2
198,1-933260-00-9,1
198,1-66068-167-7,2
198,1-59126-379-4,2
198,0-8189-0617-0,1
199,1-933260-00-9,2
199,1-00-166641-0,4
199,1-239-86834-0,1
199,0-682-99878-8,2
199,1-00-096050-1,2
200,0-383-11312-1,3
200,1-884638-12-0,2
201,1-82092-463-7,2
201,1-207-93326-0,2
201,0-12-286448-4,4
201,0-476-73108-9,2
202,1-5220-1394-6,4
202,0-01-717479-1,1
202,1-69103-395-2,2
202,1-67777-184-4,1
202,0-592-74293-8,1
202,1-118-05964-6,1
202,0-7127-8604-X,1
203,1-5437-3256-9,2
203,1-229-04757-3,4
203,0-12-286448-4,4
203,0-682-99878-8,3
204,0-248-44413-1,2
204,1-4257-3976-8,1
204,1-4083-0399-X,4
204,1-160-77306-8,4
204,1-5339-0165-1,2
204,0-302-41872-5,3
204,0-489-42461-9,1
204,0-16-871315-2,1
205,0-688-92085-3,2
205,0-7141-8546-9,2
205,0-8007-9637-3,3
205,1-67777-184-4,2
205,0-489-42461-9,1
205,1-229-04757-3,1
205,0-12-286448-4,4
205,0-257-20790-2,1
205,1-129-18864-7,3
206,0-88310-438-5,2
206,0-86177-963-0,2
206,1-00-096050-1,4
207,1-227-05897-7,3
207,0-8189-0617-0,4
207,1-9751-8430-0,1
207,1-4407-1966-7,1
207,1-67482-003-8,3
207,1-69103-395-2,1
207,0-88310-438-5,4
207,1-70408-579-9,4
207,0-02-947686-0,4
208,1-60642-190-5,3
208,1-239-86834-0,1
208,0-18-258946-3,3
208,0-14-678009-4,4
209,1-67482-003-8,4
209,0-01-717479-1,2
209,1-60642-190-5,3
209,1-9751-8430-0,2
209,1-222-32214-5,2
209,1-83164-707-9,4
209,1-5339-0165-1,2
210,0-7141-8546-9,4
210,0-06-087973-4,2
210,1-67482-003-8,2
210,1-00-166641-0,2
210,0-596-89331-0,4
210,1-5220-1394-6,4
211,1-4545-6428-8,4
211,1-4476-3417-9,1
211,1-82092-463-7,3
211,1-67777-184-4,4
211,1-158-30233-9,1
211,1-5437-3256-9,3
211,0-02-380423-8,2
211,0-365-25576-9,3
211,0-02-947686-0,1
212,0-239-93663-9,4
212,0-493-95641-7,2
212,1-237-95200-X,4
212,0-383-11312-1,4
212,1-59157-301-7,4
212,0-596-89331-0,3
213,1-4274-3175-2,4
213,0-667-81667-4,1
213,1-207-93326-0,4
213,0-16-871315-2,1
213,1-4407-1966-7,2
214,1-4476-3417-9,4
214,1-4274-3175-2,2
214,0-539-97347-5,1
214,0-18-258946-3,1
214,1-00-096050-1,1
214,0-383-11312-1,4
214,1-64504-451-3,2
215,1-67482-003-8,2
215,1-59126-379-4,4
215,1-67777-184-4,1
215,0-383-11312-1,2
215,1-59157-301-7,4
215,0-232-08154-9,2
216,0-469-21982-3,2
216,1-60642-190-5,4
216,0-7631-7289-8,2
216,1-59157-301-7,3
216,1-965813-56-9,2
217,0-365-25576-9,3
217,1-04-310548-4,2
217,1-65593-056-7,3
217,1-4467-6096-0,4
217,0-86177-963-0,1
217,0-351-94756-6,3
217,0-88310-438-5,4
217,0-596-89331-0,2
218,1-9751-8430-0,3
218,1-4476-3417-9,3
219,1-158-30233-9,3
219,0-02-380423-8,1
219,1-00-166641-0,3
219,0-257-20790-2,2
219,0-289-91901-0,2
220,1-4274-3175-2,4
220,1-00-166641-0,3
220,0-8007-9637-3,2
220,0-01-717479-1,2
221,0-458-05510-7,3
221,0-248-44413-1,3
221,1-4083-0399-X,1
221,0-667-81667-4,4
222,0-232-08154-9,3
222,1-965813-56-9,4
222,1-890677-17-5,4
222,1-4457-9816-6,2
222,1-56486-493-6,1
223,0-539-97347-5,2
223,1-4545-6428-8,1
223,0-14-678009-4,2
223,1-84426-958-2,2
223,1-278-82083-3,2
223,1-207-93326-0,3
223,0-7141-8546-9,3
223,1-71447-910-2,3
223,1-00-166641-0,4
224,1-5437-3256-9,2
224,0-365-25576-9,4
224,0-7141-8546-9,4
224,0-7127-8604-X,1
224,0-351-94756-6,4
224,0-9514693-2-0,4
224,0-239-93663-9,4
224,1-890677-17-5,4
224,0-02-380423-8,1
225,1-59157-301-7,3
225,0-9514693-2-0,1
225,0-476-73108-9,4
225,0-942663-19-5,3
225,0-8007-9637-3,2
225,0-539-97347-5,3
225,0-232-08154-9,3
226,1-160-77306-8,3
226,1-4494-5955-2,3
226,1-107-39856-8,3
226,0-493-95641-7,3
226,0-7127-8604-X,4
226,1-4257-3976-8,3
227,1-65593-056-7,4
227,1-60642-190-5,1
227,1-5220-1394-6,4
227,1-222-32214-5,2
227,0-06-087973-4,3
227,1-965813-56-9,3
227,0-02-380423-8,3
227,1-237-95200-X,2
227,1-4467-6096-0,3
228,0-01-717479-1,1
228,1-4545-6428-8,3
228,0-311-52527-X,3
228,1-933260-00-9,4
229,1-5339-0165-1,3
229,1-354-00803-0,2
229,0-232-08154-9,3
229,0-489-42461-9,2
229,0-257-20790-2,4
229,1-207-93326-0,2
229,0-248-44413-1,3
230,0-489-42461-9,2
230,0-311-52527-X,4
230,0-8216-5501-9,1
231,0-05-597353-1,3
231,1-4494-5955-2,1
231,1-4476-3417-9,3
232,0-16-871315-2,4
232,1-164-11369-0,2
232,1-70408-579-9,3
232,1-75223-297-6,3
232,1-4545-6428-8,4
232,1-00-096050-1,2
232,1-965813-56-9,1
233,0-351-94756-6,2
233,1-4457-9816-6,4
233,1-4476-3417-9,1
233,0-14-678009-4,3
233,1-65593-056-7,3
233,0-688-92085-3,4
233,1-227-05897-7,4
233,1-4083-0399-X,3
234,0-8189-0617-0,2
234,1-66068-167-7,4
234,1-4083-0399-X,4
234,0-7631-7289-8,4
234,0-942663-19-5,2
234,1-71447-910-2,3
234,0-539-97347-5,2
234,0-8153-0450-1,4
235,1-64504-451-3,4
235,1-4274-3175-2,4
235,0-7127-8604-X,2
235,1-4545-6428-8,3
235,0-86177-963-0,4
236,1-4467-6096-0,3
236,1-4457-9816-6,1
236,1-227-05897-7,1
236,1-83164-707-9,1
236,1-229-04757-3,3
236,0-8216-5501-9,2
236,1-00-166641-0,3
237,1-9751-8430-0,1
237,0-7141-8546-9,3
238,1-208-92581-4,4
238,1-84426-958-2,4
238,1-00-166641-0,4
238,0-469-21982-3,4
238,1-4257-3976-8,4
239,1-66068-167-7,1
239,0-447-44840-4,4
239,1-207-93326-0,1
239,1-82092-463-7,3
239,0-257-20790-2,2
239,0-476-73108-9,1
240,1-884638-12-0,2
240,1-4457-9816-6,4
240,1-04-310548-4,1
240,0-88310-438-5,2
240,0-18-258946-3,4
240,0-289-91901-0,1
241,0-01-717479-1,2
241,0-289-91901-0,1
241,1-67482-003-8,3
241,1-207-93326-0,4
241,0-447-44840-4,1
241,1-164-11369-0,1
241,1-59157-301-7,1
241,1-160-77306-8,4
242,1-207-93326-0,1
242,1-4257-3976-8,4
242,1-4274-3175-2,1
242,0-688-92085-3,2
242,1-01-376732-2,2
242,1-227-05897-7,1
243,0-18-258946-3,3
243,1-239-86834-0,4
243,1-129-18864-7,2
243,1-67482-003-8,2
243,1-04-310548-4,1
244,0-8153-0450-1,4
244,1-354-00803-0,3
244,1-237-95200-X,1
244,1-4457-9816-6,2
244,0-942663-19-5,1
244,1-4467-6096-0,4
244,0-458-05510-7,1
244,1-160-77306-8,3
245,1-4083-0399-X,2
245,0-06-087973-4,4
245,0-8216-5501-9,2
245,1-59126-379-4,2
246,0-18-258946-3,2
246,1-4545-6428-8,2
246,1-00-096050-1,3
246,1-160-77306-8,4
246,0-447-44840-4,4
247,0-8007-9637-3,2
247,0-87173-237-8,2
247,0-469-21982-3,2
248,1-118-05964-6,2
248,0-88310-438-5,1
248,1-890677-17-5,1
248,1-65593-056-7,1
248,0-596-89331-0,2
248,1-354-00803-0,4
249,0-239-93663-9,2
249,0-458-05510-7,1
249,0-469-21982-3,4
250,1-4274-3175-2,1
250,1-4407-1966-7,4
250,1-320-98453-3,1
250,1-71447-910-2,3
250,1-890677-17-5,1
250,1-56486-493-6,3
250,0-86177-963-0,1
250,1-00-166641-0,1
251,1-965813-56-9,2
251,1-59157-301-7,2
251,0-8153-0450-1,4
251,0-7141-8546-9,1
251,1-207-93326-0,2
251,0-8189-0617-0,1
251,1-222-32214-5,4
251,0-688-92085-3,3
252,1-60642-190-5,1
252,1-70408-579-9,1
253,1-4476-3417-9,4
253,0-02-947686-0,2
253,1-67482-003-8,3
253,1-965813-56-9,1
253,0-383-11312-1,2
253,0-9514693-2-0,1
253,0-592-74293-8,1
254,1-04-310548-4,2
254,1-184-45618-6,3
254,0-87173-237-8,2
254,0-06-087973-4,4
254,1-4545-6428-8,1
254,0-18-258946-3,2
254,1-207-93326-0,2
254,0-02-947686-0,3
255,1-4457-9816-6,3
255,1-4407-1966-7,1
255,0-257-20790-2,3
255,1-00-096050-1,2
256,1-965813-56-9,3
256,0-458-05510-7,2
256,0-476-73108-9,4
256,1-118-05964-6,2
256,0-489-42461-9,4
256,1-320-98453-3,1
257,1-9751-8430-0,3
257,1-59157-301-7,4
258,0-232-08154-9,4
258,1-66068-167-7,1
258,0-7127-8604-X,3
258,0-942663-19-5,1
258,0-289-91901-0,4
258,1-4257-3976-8,4
258,1-184-45618-6,1
258,0-577-58554-1,1
259,0-248-44413-1,4
259,0-469-21982-3,3
259,0-489-42461-9,4
259,1-354-00803-0,2
259,0-668-16718-1,4
259,0-351-94756-6,2
259,1-67482-003-8,4
259,1-184-45618-6,4
260,0-239-93663-9,1
260,0-289-91901-0,3
260,1-4257-3976-8,2
260,1-933260-00-9,1
260,1-00-096050-1,3
260,0-592-74293-8,4
261,0-489-42461-9,4
261,1-4274-3175-2,3
261,0-596-89331-0,4
261,1-04-310548-4,2
261,0-458-05510-7,1
261,1-164-11369-0,1
261,0-311-52527-X,4
261,0-8189-0617-0,3
261,1-884638-12-0,3
262,0-06-087973-4,1
262,0-458-05510-7,1
262,0-489-42461-9,2
262,0-14-678009-4,3
262,1-890677-17-5,1
263,1-222-32214-5,4
263,0-9878492-7-1,3
263,1-160-77306-8,2
263,0-577-58554-1,3
264,1-118-05964-6,1
264,0-232-08154-9,1
265,0-539-97347-5,1
265,1-227-05897-7,1
265,0-239-93663-9,1
265,1-184-45618-6,1
266,0-311-52527-X,2
266,0-682-99878-8,3
267,1-237-95200-X,1
267,1-4467-6096-0,3
268,1-354-00803-0,4
268,1-5220-1394-6,4
268,1-5339-0165-1,2
268,1-56486-493-6,3
268,0-311-52527-X,3
268,0-596-89331-0,3
268,1-160-77306-8,1
269,0-596-89331-0,4
269,1-4083-0399-X,2
269,0-248-44413-1,2
269,0-05-597353-1,1
270,0-02-947686-0,3
270,0-7141-8546-9,1
270,0-688-92085-3,4
270,1-933260-00-9,3
271,1-59126-379-4,3
271,1-278-82083-3,1
272,1-69103-395-2,3
272,0-682-99878-8,4
272,0-7141-8546-9,4
273,0-302-41872-5,1
273,0-02-947686-0,2
273,1-354-00803-0,2
274,1-160-77306-8,4
274,0-9878492-7-1,1
274,1-66068-167-7,3
274,0-447-44840-4,3
275,1-56486-493-6,4
275,0-8216-5501-9,2
275,0-88310-438-5,1
275,0-9878492-7-1,2
276,1-237-95200-X,3
276,1-239-86834-0,3
276,0-7127-8604-X,2
276,0-02-947686-0,1
276,1-04-310548-4,2
276,1-69103-395-2,2
277,0-8007-9637-3,2
277,0-9514693-2-0,1
277,1-64504-451-3,2
277,0-02-947686-0,3
277,0-86177-963-0,4
278,0-289-91901-0,1
278,1-278-82083-3,2
278,1-00-166641-0,1
278,1-890677-17-5,4
278,0-9878492-7-1,4
278,0-447-44840-4,1
278,1-4467-6096-0,3
278,1-229-04757-3,3
278,1-5437-3256-9,2
279,0-232-08154-9,1
279,0-476-73108-9,4
279,1-4494-5955-2,1
279,1-207-93326-0,4
279,1-884638-12-0,1
279,0-302-41872-5,1
279,0-06-087973-4,2
279,0-8007-9637-3,2
280,0-12-286448-4,2
280,1-890677-17-5,3
280,1-9751-8430-0,2
280,0-232-08154-9,4
281,1-4545-6428-8,1
281,0-7127-8604-X,1
281,0-668-16718-1,3
281,0-489-42461-9,1
281,0-458-05510-7,4
281,0-8007-9637-3,3
282,1-56486-493-6,1
282,1-69103-395-2,3
282,1-160-77306-8,4
282,0-596-89331-0,4
282,1-00-166641-0,3
282,1-04-310548-4,2
282,1-5220-1394-6,1
283,0-596-89331-0,2
283,0-232-08154-9,1
284,1-65593-056-7,3
284,1-5339-0165-1,1
284,1-69103-395-2,4
284,0-257-20790-2,2
284,1-208-92581-4,3
284,0-469-21982-3,1
284,1-107-39856-8,2
285,0-12-286448-4,3
285,0-688-92085-3,1
285,1-69103-395-2,1
285,0-365-25576-9,2
286,1-64504-451-3,4
286,0-05-597353-1,1
286,1-207-93326-0,1
286,1-158-30233-9,1
286,0-942663-19-5,3
286,0-9878492-7-1,4
286,0-9514693-2-0,4
287,0-232-08154-9,1
287,0-239-93663-9,4
287,0-383-11312-1,2
287,0-02-947686-0,2
287,0-86177-963-0,3
287,0-365-25576-9,2
287,1-59157-301-7,1
288,1-4494-5955-2,1
288,1-75223-297-6,3
288,1-160-77306-8,2
288,0-248-44413-1,1
288,1-59157-301-7,4
288,0-8189-0617-0,3
288,0-365-25576-9,4
288,0-02-380423-8,4
289,0-8189-0617-0,1
289,1-66068-167-7,2
289,1-00-096050-1,1
289,1-222-32214-5,1
289,1-60642-190-5,3
289,1-158-30233-9,1
289,0-7631-7289-8,4
290,1-56486-493-6,4
290,1-890677-17-5,1
291,1-4083-0399-X,1
291,1-4545-6428-8,1
291,0-8216-5501-9,2
291,1-239-86834-0,3
291,1-84426-958-2,4
291,1-118-05964-6,1
291,0-667-81667-4,1
292,0-682-99878-8,1
292,1-75223-297-6,1
292,1-66068-167-7,1
292,0-87173-237-8,4
293,1-4467-6096-0,1
293,1-118-05964-6,4
293,0-383-11312-1,2
293,0-86177-963-0,4
293,1-00-096050-1,1
294,1-4274-3175-2,3
294,1-320-98453-3,3
294,1-04-310548-4,4
294,0-8216-5501-9,3
294,1-4083-0399-X,1
294,1-5220-1394-6,1
294,1-890677-17-5,2
294,0-688-92085-3,4
295,0-7141-8546-9,1
295,1-69103-395-2,3
295,1-4083-0399-X,1
295,0-257-20790-2,4
295,1-64504-451-3,1
295,1-227-05897-7,3
296,1-60642-190-5,2
296,0-18-258946-3,1
296,0-577-58554-1,1
296,1-160-77306-8,1
296,0-8007-9637-3,2
296,0-8189-0617-0,3
296,0-06-087973-4,4
296,0-16-871315-2,3
297,0-688-92085-3,4
297,1-4467-6096-0,2
297,0-05-597353-1,3
298,1-70408-579-9,2
298,0-688-92085-3,3
298,0-02-947686-0,2
298,1-890677-17-5,1
299,1-04-310548-4,4
299,0-7127-8604-X,4
299,1-67777-184-4,2
299,0-383-11312-1,3
299,1-207-93326-0,4
299,1-60642-190-5,1
299,1-222-32214-5,1
300,1-83164-707-9,1
300,0-8153-0450-1,3
300,0-7141-8546-9,3
300,1-229-04757-3,2
300,0-7127-8604-X,1
300,1-227-05897-7,4
300,0-9514693-2-0,3
301,0-539-97347-5,2
301,1-5220-1394-6,4
301,0-942663-19-5,2
301,0-87173-237-8,2
301,0-493-95641-7,4
302,0-239-93663-9,2
302,1-65593-056-7,4
302,1-00-166641-0,2
302,0-351-94756-6,4
302,1-965813-56-9,3
303,0-8007-9637-3,2
303,0-592-74293-8,1
303,1-207-93326-0,2
303,1-4407-1966-7,1
303,1-4257-3976-8,3
304,0-9878492-7-1,1
304,0-577-58554-1,4
304,0-7127-8604-X,3
304,1-83164-707-9,4
304,1-890677-17-5,3
304,1-4494-5955-2,2
304,1-320-98453-3,1
305,1-82092-463-7,3
305,1-320-98453-3,1
305,1-59157-301-7,3
305,1-01-376732-2,2
305,0-8189-0617-0,2
305,1-71447-910-2,4
305,0-257-20790-2,3
305,0-8216-5501-9,4
306,1-60642-190-5,1
306,1-59126-379-4,1
306,1-965813-56-9,1
306,1-00-166641-0,1
306,1-01-376732-2,1
306,0-01-717479-1,1
306,0-469-21982-3,1
306,0-239-93663-9,3
306,0-351-94756-6,4
307,1-4257-3976-8,4
307,1-229-04757-3,3
307,0-577-58554-1,3
307,1-4545-6428-8,3
307,1-4494-5955-2,4
307,0-12-286448-4,1
307,1-70408-579-9,4
307,1-354-00803-0,3
307,0-86177-963-0,4
308,0-12-286448-4,3
308,1-278-82083-3,4
308,1-164-11369-0,2
308,1-118-05964-6,3
308,0-302-41872-5,3
308,1-4407-1966-7,2
308,0-667-81667-4,2
308,1-64504-451-3,3
308,1-65593-056-7,4
309,0-289-91901-0,1
309,1-00-166641-0,2
309,0-688-92085-3,4
310,0-458-05510-7,3
310,1-4467-6096-0,3
310,0-302-41872-5,4
310,1-160-77306-8,1
311,0-257-20790-2,2
311,0-539-97347-5,1
311,1-04-310548-4,3
311,1-164-11369-0,3
311,1-59157-301-7,4
312,1-208-92581-4,2
312,1-00-166641-0,3
312,0-257-20790-2,1
312,1-933260-00-9,4
312,1-4257-3976-8,1
312,1-222-32214-5,4
312,1-129-18864-7,2
312,1-239-86834-0,3
312,1-59157-301-7,1
313,1-00-096050-1,2
313,0-87173-237-8,4
313,1-933260-00-9,2
313,0-592-74293-8,3
313,1-354-00803-0,3
313,0-469-21982-3,2
313,0-248-44413-1,1
314,1-75223-297-6,1
314,1-82092-463-7,2
314,1-60642-190-5,1
314,0-9878492-7-1,2
314,0-447-44840-4,2
314,0-88310-438-5,1
314,1-66068-167-7,1
314,1-4407-1966-7,3
314,0-302-41872-5,3
315,0-8189-0617-0,3
315,1-5339-0165-1,1
315,1-4083-0399-X,1
315,1-239-86834-0,4
315,1-4476-3417-9,3
315,1-320-98453-3,1
315,0-248-44413-1,2
316,1-60642-190-5,4
316,1-184-45618-6,4
316,1-59157-301-7,1
316,1-9751-8430-0,1
316,0-302-41872-5,4
317,1-208-92581-4,3
317,0-311-52527-X,2
317,0-14-678009-4,3
317,1-884638-12-0,3
317,1-278-82083-3,4
317,0-16-871315-2,4
317,0-596-89331-0,3
317,1-4257-3976-8,2
318,1-354-00803-0,2
318,1-222-32214-5,2
318,0-86177-963-0,2
318,0-8189-0617-0,4
318,1-158-30233-9,2
318,1-75223-297-6,4
318,1-65593-056-7,3
318,0-493-95641-7,3
319,1-5220-1394-6,3
319,1-67482-003-8,3
319,0-311-52527-X,1
320,1-890677-17-5,3
320,1-00-096050-1,3
320,1-207-93326-0,3
320,0-289-91901-0,4
320,1-208-92581-4,4
320,1-69103-395-2,3
320,0-592-74293-8,3
320,0-577-58554-1,4
320,1-00-166641-0,2
321,1-965813-56-9,4
321,1-66068-167-7,1
321,0-9514693-2-0,1
321,0-06-087973-4,3
321,1-4457-9816-6,2
321,0-383-11312-1,3
321,0-493-95641-7,2
321,0-239-93663-9,3
322,1-5437-3256-9,1
322,1-207-93326-0,3
322,1-69103-395-2,2
322,0-02-380423-8,4
322,1-66068-167-7,4
322,0-596-89331-0,4
322,0-493-95641-7,4
322,0-232-08154-9,2
323,1-69103-395-2,3
323,1-75223-297-6,4
324,0-02-947686-0,3
324,0-458-05510-7,4
324,0-942663-19-5,4
324,1-4457-9816-6,3
325,1-208-92581-4,3
325,0-8216-5501-9,3
325,0-02-947686-0,1
325,1-107-39856-8,2
325,1-83164-707-9,1
325,0-257-20790-2,2
325,1-82092-463-7,1
326,1-04-310548-4,3
326,1-75223-297-6,2
326,0-596-89331-0,4
327,0-12-286448-4,2
327,1-59126-379-4,1
327,0-86177-963-0,3
327,1-67777-184-4,4
328,0-7127-8604-X,2
328,0-8153-0450-1,2
328,0-06-087973-4,1
329,1-4274-3175-2,4
329,1-83164-707-9,4
329,0-592-74293-8,1
330,0-365-25576-9,2
330,1-67482-003-8,1
330,1-4545-6428-8,4
330,0-7127-8604-X,2
330,1-84426-958-2,3
330,1-354-00803-0,3
330,0-539-97347-5,2
330,1-933260-00-9,4
330,1-00-096050-1,2
331,1-60642-190-5,1
331,0-232-08154-9,3
332,1-278-82083-3,3
332,0-7141-8546-9,1
332,1-5220-1394-6,3
333,1-107-39856-8,3
333,0-469-21982-3,3
334,1-00-096050-1,1
334,1-884638-12-0,2
334,1-59126-379-4,3
334,0-596-89331-0,1
334,1-00-166641-0,3
334,1-4407-1966-7,2
334,0-239-93663-9,2
334,1-354-00803-0,2
334,1-67777-184-4,1
335,0-248-44413-1,4
335,0-8189-0617-0,4
335,1-965813-56-9,2
336,0-682-99878-8,4
336,0-87173-237-8,4
336,1-222-32214-5,1
336,1-04-310548-4,3
337,0-489-42461-9,3
337,1-129-18864-7,2
337,1-4257-3976-8,4
337,0-86177-963-0,4
337,0-458-05510-7,4
337,1-5339-0165-1,2
338,1-82092-463-7,3
338,1-184-45618-6,2
338,0-248-44413-1,4
338,1-164-11369-0,3
338,1-9751-8430-0,4
338,0-16-871315-2,4
339,0-8007-9637-3,2
339,0-493-95641-7,4
339,0-688-92085-3,1
340,0-289-91901-0,3
340,1-66068-167-7,1
341,1-5220-1394-6,2
341,1-4274-3175-2,4
341,1-00-166641-0,4
341,0-05-597353-1,1
342,1-4274-3175-2,4
342,1-4083-0399-X,2
342,1-00-096050-1,3
342,0-9514693-2-0,2
343,1-82092-463-7,3
343,1-67777-184-4,1
343,1-4476-3417-9,4
343,1-75223-297-6,1
343,0-592-74293-8,3
343,0-458-05510-7,4
343,0-7141-8546-9,1
344,1-158-30233-9,1
344,0-02-380423-8,4
344,1-933260-00-9,3
344,1-4457-9816-6,3
344,1-82092-463-7,3
344,0-9514693-2-0,3
345,0-232-08154-9,2
345,1-129-18864-7,1
346,1-9751-8430-0,3
346,0-12-286448-4,1
346,1-4083-0399-X,3
346,0-232-08154-9,2
346,1-59126-379-4,1
347,0-682-99878-8,3
347,0-06-087973-4,4
348,1-158-30233-9,1
348,1-01-376732-2,4
348,0-302-41872-5,1
349,1-75223-297-6,2
349,0-311-52527-X,1
349,0-257-20790-2,4
349,0-16-871315-2,2
349,1-4407-1966-7,3
349,0-476-73108-9,2
349,1-65593-056-7,1
350,0-88310-438-5,3
350,1-4545-6428-8,2
350,0-539-97347-5,4
350,0-232-08154-9,1
350,0-01-717479-1,3
350,0-311-52527-X,4
350,1-75223-297-6,4
351,1-67777-184-4,3
351,0-302-41872-5,3
351,1-4407-1966-7,3
351,1-67482-003-8,4
352,0-596-89331-0,3
352,1-01-376732-2,4
352,0-447-44840-4,2
352,0-469-21982-3,2
352,0-667-81667-4,4
352,0-7127-8604-X,4
352,1-158-30233-9,3
352,0-592-74293-8,4
353,0-14-678009-4,1
353,0-311-52527-X,4
353,0-8189-0617-0,4
353,1-67777-184-4,2
353,1-9751-8430-0,2
353,1-69103-395-2,4
353,1-4545-6428-8,4
353,1-320-98453-3,2
354,1-01-376732-2,1
354,1-237-95200-X,1
354,0-539-97347-5,3
354,0-383-11312-1,1
354,0-87173-237-8,3
354,0-8189-0617-0,2
354,0-311-52527-X,1
354,1-207-93326-0,2
354,0-493-95641-7,2
355,1-5339-0165-1,1
355,0-476-73108-9,2
355,0-458-05510-7,4
355,1-4457-9816-6,2
355,0-302-41872-5,4
355,0-688-92085-3,3
355,0-667-81667-4,4
356,0-257-20790-2,1
356,0-7127-8604-X,3
356,0-88310-438-5,1
356,1-83164-707-9,2
356,1-884638-12-0,2
356,0-8216-5501-9,2
356,1-65593-056-7,3
357,0-383-11312-1,2
357,0-248-44413-1,2
357,0-493-95641-7,3
357,0-592-74293-8,1
357,0-668-16718-1,1
358,0-596-89331-0,2
358,1-5220-1394-6,4
358,0-383-11312-1,3
358,1-160-77306-8,4
358,1-56486-493-6,3
358,1-5339-0165-1,3
358,1-222-32214-5,3
358,1-107-39856-8,1
358,0-577-58554-1,4
359,0-476-73108-9,1
359,0-596-89331-0,2
359,1-59126-379-4,1
359,1-320-98453-3,3
360,0-493-95641-7,3
360,1-64504-451-3,1
360,0-7631-7289-8,4
360,0-9514693-2-0,2
360,1-66068-167-7,4
360,1-4407-1966-7,3
360,0-447-44840-4,2
360,0-88310-438-5,2
361,0-87173-237-8,4
361,1-107-39856-8,4
361,1-82092-463-7,2
361,1-320-98453-3,2
362,0-06-087973-4,3
362,0-8189-0617-0,4
363,0-18-258946-3,1
363,0-7631-7289-8,1
363,0-351-94756-6,4
363,1-207-93326-0,3
364,0-942663-19-5,4
364,0-8216-5501-9,3
364,0-489-42461-9,4
364,1-5220-1394-6,1
364,1-9751-8430-0,4
364,1-278-82083-3,4
365,1-4457-9816-6,3
365,1-84426-958-2,2
365,0-8007-9637-3,3
365,0-539-97347-5,3
366,0-18-258946-3,3
366,0-8153-0450-1,1
366,1-60642-190-5,2
366,1-239-86834-0,4
366,1-71447-910-2,1
366,1-884638-12-0,4
366,1-890677-17-5,2
366,0-257-20790-2,1
366,1-4274-3175-2,2
367,1-65593-056-7,3
367,0-86177-963-0,3
367,0-489-42461-9,3
367,0-365-25576-9,3
367,0-577-58554-1,1
367,0-18-258946-3,2
367,0-682-99878-8,2
367,1-9751-8430-0,3
367,1-00-096050-1,2
368,1-00-166641-0,4
368,1-237-95200-X,1
368,0-7141-8546-9,1
368,0-688-92085-3,3
368,1-67482-003-8,4
368,0-365-25576-9,3
368,0-8189-0617-0,3
368,1-4274-3175-2,3
368,1-67777-184-4,4
369,0-14-678009-4,3
369,1-227-05897-7,1
369,0-489-42461-9,2
369,0-02-380423-8,3
369,0-257-20790-2,2
369,0-458-05510-7,2
369,0-7127-8604-X,1
369,1-890677-17-5,1
370,0-596-89331-0,3
370,1-00-166641-0,4
370,1-65593-056-7,2
370,0-8153-0450-1,4
370,1-70408-579-9,4
370,1-160-77306-8,1
370,1-222-32214-5,2
371,0-257-20790-2,4
371,1-00-096050-1,1
371,1-890677-17-5,3
371,0-8216-5501-9,2
372,1-158-30233-9,4
372,0-18-258946-3,3
373,0-682-99878-8,4
373,1-00-166641-0,4
373,1-83164-707-9,4
374,1-00-166641-0,2
374,1-4545-6428-8,1
374,0-8007-9637-3,2
374,1-208-92581-4,3
374,1-4274-3175-2,4
375,0-8216-5501-9,4
